O*NET-SOC Code,Title,Description,Essential_Skills,Software_Skills,Hot_Technologies
11-9121.01,Clinical Research Coordinators,"Plan, direct, or coordinate clinical research projects. Direct the activities of workers engaged in clinical research projects to ensure compliance with protocols and overall clinical objectives. May evaluate and analyze clinical data.","['Active Listening', 'Speaking', 'Critical Thinking', 'Writing', 'Reading Comprehension']","['PPD eLoader', 'InferMed MACRO Electronic Data Capture', 'KIKA Veracity', 'SAS', 'PercipEnz Technologies OnCore-Clinical Research Management OnCore-CRM', 'DZS Software Solutions ClinPlus', '5AM Glassbox Translational Research', 'Python', 'SyMetric Sciences SyMetric', 'Google Meet', 'Minitab', 'Oracle Clinical', 'Qualitative analysis software', 'Microsoft PowerPoint', 'Invivo Data EPX ePRO Management System', 'Microsoft Project', 'Microsoft Word', 'Scheduling software', 'R', 'Phase Forward InForm GTM', 'PPD Patient Profiles', 'StataCorp Stata', 'Budgeting software', 'IBM SPSS Statistics', 'StudyManager Sponsor Edition', 'TOPAZ Enterprise Software Suite', 'OpenClinica', 'ClearTrial', 'ePharmaSolutions eMVR', 'The MathWorks MATLAB', 'Microsoft Excel', 'Drug coding software', 'Microsoft Office software', 'Patient tracking software', 'InforSense InforSense', 'Clinical trial management software', 'Microsoft Access', 'Online data collection systems', 'Clinical data management system CDMS', 'Web browser software', 'Sierra Scientific Software CRIS', 'FileMaker Pro', 'Microsoft Outlook', 'Electronic data capture EDC software']","['Microsoft Project', 'Microsoft Word', 'Microsoft Office software', 'R', 'IBM SPSS Statistics', 'Microsoft Access', 'SAS', 'Microsoft PowerPoint', 'Python', 'Microsoft Outlook', 'The MathWorks MATLAB', 'Microsoft Excel']"
11-9121.02,Water Resource Specialists,"Design or implement programs and strategies related to water resource issues such as supply, quality, and regulatory compliance issues.","['Active Listening', 'Speaking', 'Critical Thinking', 'Writing', 'Reading Comprehension']","['DHI MIKE URBAN', 'MWH Soft InfoSWMM', 'Geographic information system GIS software', 'ESRI ArcView 3D Analyst', 'ESRI ArcGIS Spatial Analyst', 'Wallingford Software InfoWorks CS', 'Wallingford Software InfoSewer', 'ESRI ArcInfo', 'Structured query language SQL', 'MWH Soft H2ONET MSX', 'Wallingford Software InfoWorks WS', 'Wallingford Software InfoWater', 'Database software', 'Microsoft PowerPoint', 'Google Earth Pro', 'RIVERMorph', 'ESRI ArcView', 'Global positioning system GPS software', 'Microsoft Word', 'ESRI ArcGIS software', 'Geographic information system GIS systems', 'Mapping software', 'ESRI ArcPad', 'Microsoft Excel', 'FishXing', 'Autodesk AutoCAD', 'HEC-RAS', 'Laboratory information management system LIMS', 'Microsoft Office software', 'Water flow modeling software', 'Web browser software', 'Microsoft Outlook', 'HEC-HMS', 'TIBCO Spotfire S+']","['Autodesk AutoCAD', 'Microsoft Word', 'Structured query language SQL', 'Microsoft Office software', 'ESRI ArcGIS software', 'Microsoft PowerPoint', 'Microsoft Outlook', 'Microsoft Excel']"
11-9131.00,Postmasters and Mail Superintendents,"Plan, direct, or coordinate operational, administrative, management, and support services of a U.S. post office; or coordinate activities of workers engaged in postal and related work in assigned post office.","['Active Listening', 'Speaking', 'Critical Thinking', 'Monitoring', 'Reading Comprehension']","['Payroll software', 'SAP software', 'Facility database software', 'Postal boundary mapping software', 'Vehicle management software', 'Microsoft PowerPoint', 'eBuy', 'Email software', 'Personnel management software', 'Microsoft Word', 'Microsoft Windows', 'Microsoft Excel', 'Personnel scheduling software', 'Microsoft Office software', 'Web Box Activity Tracing System WebBATS', 'Collection Point Management System CPMS', 'Web browser software', 'Postal tracking software', 'Microsoft Outlook']","['Microsoft Word', 'Microsoft Office software', 'Microsoft PowerPoint', 'Microsoft Windows', 'SAP software', 'Microsoft Outlook', 'Microsoft Excel']"
11-9141.00,"Property, Real Estate, and Community Association Managers","Plan, direct, or coordinate the selling, buying, leasing, or governance activities of commercial, industrial, or residential real estate properties. Includes managers of homeowner and condominium associations, rented or leased housing units, buildings, or land (including rights-of-way).","['Active Listening', 'Speaking', 'Critical Thinking', 'Writing', 'Reading Comprehension']","['Yardi Systems Yardi Enterprise', 'Microsoft Publisher', 'Yardi Systems Yardi Voyager Commercial', 'Yardi Systems Yardi Voyager Condo, Co-op, and HOA', 'YouTube', 'Domin-8 Enterprise Solutions RentRight', 'iRealty Manager', 'Yardi software', 'Yardi Systems Yardi Voyager Residential', 'LinkedIn', 'Hypertext markup language HTML', 'PropertyView Solutions Remanage', 'Google Docs', 'Intuit MRI Residential', 'PT Software Solutions PT Rental Assistant', 'Intuit QuickBooks', 'Property Solutions International ResidentPortal', 'Card key management software', 'W G Software Tenant File', 'Microsoft PowerPoint', 'RealPage OneSite', 'Quicken', 'Property Boulevard', 'Tax software', 'Landport Systems Landport', 'Microsoft Project', 'Microsoft Word', 'SpiritWorks Software Development Rental Property Tracker Plus', 'FullHouse Software Investment Property Manager', 'Biometric reader software', 'Just So Software The Property Manager', 'IDEAS Software & Training IDEAS Property Clerk', 'Microsoft Dynamics', 'Infor Global Solutions eSITE', 'Social media sites', 'Propertyware', 'Google Analytics', 'Facebook', 'Microsoft Windows', 'SS&C Technologies Skyline Property Management', 'TCG Technologies i-CAM', 'TrackPro Services TrackPro Manager', 'Turtle Creek Software Goldenseal', 'Domin-8 Enterprise Solutions Tenant Pro', 'Microsoft Excel', 'Qualitica RentBoss', 'RealEasyBooks ezREB', 'Bostonpost Technology Property Manager', 'Microsoft Office software', 'Oracle JD Edwards EnterpriseOne', ""O'Brien Grasso RE Software Property Master"", 'Jenark Business Systems', 'Sage 50 Accounting', 'Microsoft Access', 'Advantos Systems DataTrust Enterprise', 'Web browser software', 'London Computer Systems Rent Manager', 'Google Drive', 'Microsoft Outlook', 'LandlordMax']","['Google Docs', 'Microsoft Project', 'Microsoft Word', 'Intuit QuickBooks', 'Microsoft Office software', 'Microsoft Access', 'Yardi software', 'Microsoft PowerPoint', 'Google Analytics', 'Facebook', 'Microsoft Windows', 'Hypertext markup language HTML', 'Microsoft Outlook', 'Microsoft Excel']"
11-9151.00,Social and Community Service Managers,"Plan, direct, or coordinate the activities of a social service program or community outreach organization. Oversee the program or organization's budget and policies regarding participant involvement, program requirements, and benefits. Work may involve directing social workers, counselors, or probation officers.","['Active Learning', 'Active Listening', 'Critical Thinking', 'Monitoring', 'Reading Comprehension']","['IBM Lotus 1-2-3', 'Microsoft Publisher', 'Healthcare common procedure coding system HCPCS', ""Blackbaud The Raiser's Edge"", 'Oracle Reports', 'Microsoft PowerPoint', 'Financial accounting software', 'Microsoft Project', 'Microsoft Word', 'PointClickCare healthcare software', 'Microsoft Dynamics', 'Microsoft Visual FoxPro', 'Client information databases', 'Microsoft Excel', 'Corel QuattroPro', 'Microsoft Office software', 'Corel WordPerfect Office Suite', 'Microsoft Access', 'Web browser software', 'FileMaker Pro', 'Microsoft Outlook']","['Microsoft Project', 'Microsoft Word', 'Microsoft Office software', 'Microsoft Access', 'Microsoft PowerPoint', 'Microsoft Outlook', 'Microsoft Excel']"
11-9161.00,Emergency Management Directors,"Plan and direct disaster response or crisis management activities, provide disaster preparedness training, and prepare emergency plans and procedures for natural (e.g., hurricanes, floods, earthquakes), wartime, or technological (e.g., nuclear power plant emergencies or hazardous materials spills) disasters or hostage situations.","['Active Listening', 'Speaking', 'Critical Thinking', 'Writing', 'Monitoring']","['Geographic information system GIS software', 'Microsoft SharePoint', 'Sungard Assurance', 'Digital Engineering Corporation E-MAPS', 'Statistical software', 'Graphics software', 'Federal Emergency Management Information System FEMIS', 'Microsoft PowerPoint', 'SoftRisk Technologies SoftRisk SQL', 'MapInfo Professional', 'Microsoft Word', 'Emergency Services Integrators ESi WebEOC', 'Relational database software', 'National Center for Crisis and Continuity Coordination NC4 E Team', 'ESRI ArcGIS software', 'Microsoft Excel', 'Microsoft Office software', 'Alert Technologies OpsCenter', 'IBM Lotus Notes', 'Emergency Managers Weather Information Network EMWIN', 'McAfee', 'Web browser software', 'Microsoft Outlook']","['Microsoft Word', 'Microsoft Office software', 'ESRI ArcGIS software', 'Microsoft PowerPoint', 'Microsoft SharePoint', 'Microsoft Outlook', 'Microsoft Excel']"
11-9171.00,Funeral Home Managers,"Plan, direct, or coordinate the services or resources of funeral homes. Includes activities such as determining prices for services or merchandise and managing the facilities of funeral homes.","['Active Listening', 'Speaking', 'Critical Thinking', 'Monitoring', 'Reading Comprehension']","['CodeJam MemoriesOnTV', 'Microsoft Word', 'iCIMS Talent Cloud software', 'funeralOne Life Tributes', 'Microsoft Office software', 'Mortware Professional', 'Twin Tiers Technologies CIMS', 'Microsoft Excel', 'HMIS Advantage', 'FPA Software MACCS', 'Microsoft PowerPoint', 'Web browser software', 'Financial reporting software', 'CSR Consultants Cemetery Management SC', 'Twin Tiers Technologies MIMS', 'Microsoft Outlook', 'Email software']","['Microsoft Word', 'Microsoft Office software', 'Microsoft PowerPoint', 'Microsoft Outlook', 'Microsoft Excel']"
11-9179.00,"Personal Service Managers, All Other",All personal service managers not listed separately.,[],[],[]
11-9179.01,Fitness and Wellness Coordinators,"Manage or coordinate fitness and wellness programs and services. Manage and train staff of wellness specialists, health educators, or fitness instructors.","['Active Listening', 'Speaking', 'Critical Thinking', 'Writing', 'Reading Comprehension']","['MicroFit HealthWizard', 'Payroll software', 'Adobe Acrobat', 'Microsoft Word', 'Microsoft Publisher', 'Microsoft Office software', 'Google Workspace software', 'Oracle HRIS', 'Microsoft Excel', 'Web browser software', 'Microsoft PowerPoint', 'Airtable', 'Microsoft Windows', 'Work scheduling software', 'Microsoft Outlook', 'Email software']","['Adobe Acrobat', 'Microsoft Word', 'Microsoft Office software', 'Google Workspace software', 'Microsoft PowerPoint', 'Microsoft Windows', 'Microsoft Outlook', 'Microsoft Excel']"
11-9179.02,Spa Managers,"Plan, direct, or coordinate activities of a spa facility. Coordinate programs, schedule and direct staff, and oversee financial activities.","['Active Learning', 'Active Listening', 'Speaking', 'Critical Thinking', 'Monitoring']","['MIKAL SMS', 'MINDBODY business management software', 'YouTube', 'DaySmart Software Salon Iris', 'Millennium SpaSalon', 'Milano Spa', 'Neill Technologies SpaBiz', 'SpaGuru', 'Floydware Rosy', 'Oracle Taleo', 'Bizlink Salon Manager', 'Envision Salon', 'Microsoft PowerPoint', 'Shortcuts Software Shortcuts Spa', 'Leprechaun Spa and Salon Software', 'Elite Software Elite Salon & Spa Management', 'Booker Software SpaBooker', 'Microsoft Word', 'ManageMySpa', 'TouchSuite Salon', 'Twitter', 'ProSolutions Software Transcend', 'intelligenz Solutions intelliSpa', 'Facebook', 'Syntec Systems Insight', 'CSI Software Spa Management', 'Microsoft Excel', 'Microsoft Office software', 'PAR Technology SpaSoft', 'Innovative Business Computer Solutions Spa/Salon Manager', 'Elite Software Elite Salon & Spa Payroll', 'ClienTrak!', 'Web browser software', 'Rogers Software Development SuperSalon', 'CRIMPERS Management Software CRIMPERS Salon Software', 'Microsoft Outlook']","['Microsoft Word', 'Microsoft Office software', 'Microsoft PowerPoint', 'Facebook', 'Microsoft Outlook', 'Microsoft Excel']"
11-9199.00,"Managers, All Other",All managers not listed separately.,[],[],[]
11-9199.01,Regulatory Affairs Managers,"Plan, direct, or coordinate production activities of an organization to ensure compliance with regulations and standard operating procedures.","['Active Listening', 'Speaking', 'Critical Thinking', 'Writing', 'Reading Comprehension']","['Extedo PLmanager', 'DoubleBridge ROSETTA Phoenix eCTD Viewer', 'Take Solutions PharmaReady Document Management System', 'Extedo eCTDmanager Suite', 'IBM Notes', 'DoubleBridge ROSETTA Pyramid', 'MediRegs Risk Assessment Manager', 'Extedo DOCvalidator', 'Risk management software', 'SAP EHS Management', 'Statistical analysis software', 'Virtify eCTD', 'Tableau', 'Enterprise content management ECM software', 'GlobalSubmit VALIDATE', 'DoubleBridge ROSETTA Sceptre', 'Microsoft SharePoint', 'MediRegs Pharmaceutical Regulation Suite', 'Samarind RMS', 'Analyse-it', 'Datafarm eCTDGatekeeper', 'MediRegs Regulation and Reimbursement Suite', 'Dialog DialogLink', 'SAP software', 'Datafarm eCTDViewer', 'Adobe Acrobat', 'Image Solutions ISIPublisher', 'Lorenz eValidator', 'Structured query language SQL', 'MedXView eCTDauditor', 'Thomson Reuters Liquent CoreDossier Submission Accelerator for eCTD', 'Datafarm a-Pulse', 'Database software', 'Web browser software', 'Microsoft PowerPoint', 'GlobalSubmit REVIEW', 'Datafarm S-Cubed', 'Adlib Express', 'Lorenz DocuBridge', 'XML authoring software', 'Octagon ViewPoint eCTD Complete', 'Microsoft Project', 'Microsoft Word', 'Software development tools', 'Document publishing software', 'Lorenz labelBridge', 'Image Solutions eCTDXpress', 'MasterControl software', 'Pilgrim Regulatory Submission', 'Octagon StartingPoint', 'Microsoft Windows', 'Total quality management TQM software', 'Microsoft Excel', 'Thomson Reuters Liquent InSight Suite', 'Integrated development environment IDE software', 'Electronic common technical document eCTD software', 'Aris Global Register', 'Electronic common technical document eCTD validating software', 'Electronic common technical document eCTD viewing software', 'Microsoft Office software', 'Microsoft Visio', 'Microsoft Access', 'DoubleBridge ROSETTA Scribe', 'Axway eSubmissions', 'MediRegs E-dition Compliance Monitor', 'Microsoft Outlook', 'Electronic document management system EDMS']","['Adobe Acrobat', 'Microsoft Project', 'Microsoft Word', 'Structured query language SQL', 'Microsoft Office software', 'Microsoft Visio', 'Tableau', 'Microsoft Access', 'Microsoft PowerPoint', 'Microsoft SharePoint', 'Microsoft Windows', 'SAP software', 'Microsoft Outlook', 'Microsoft Excel']"
11-9199.02,Compliance Managers,"Plan, direct, or coordinate activities of an organization to ensure compliance with ethical or regulatory standards.","['Active Listening', 'Speaking', 'Critical Thinking', 'Writing', 'Reading Comprehension']","['AssurX CATSWeb', 'ComplianceBridge Total Compliance', 'IBM Notes', 'MetricStream Regulatory Reporting', 'Healthcare common procedure coding system HCPCS', 'Axentis Compliance Management', 'Cura Software Solutions Cura for Compliance Management', 'MyComplianceOffice Compliance Operations Management System', 'Resolve Legislative Compliance Management', 'LRN Ethics and Compliance Alliance', 'Data analysis software', 'Modulo Risk Manager', 'Compliance11 Supervisory Suite', 'BWise Compliance Management', 'Microsoft SharePoint', 'Aline GRC', 'Keane SCORE', 'Compliance 360', 'Audit2 AdaptiveGRC', 'LexisNexis', 'MetricStream Compliance Management', 'Adobe Acrobat', 'Thomson Reuters Paisley Enterprise GRC', '80-20 Software Leaders4', 'ARC Logics Sword', 'Actimize Brokerage Compliance Solutions', 'MasterControl MD', 'Mozilla Firefox', 'Neohapsis Certus GRC', 'Microsoft Internet Explorer', 'Web browser software', 'Microsoft PowerPoint', 'FRSGlobal RegPro', 'ControlCase Compliance Manager', 'QUMAS quality management solution software', 'Tax software', 'Fidessa Compliance Manager', 'Email software', 'CMO Compliance Regulatory Compliance Solution', 'Database management software', 'Microsoft Project', 'Microsoft Word', 'Apple Safari', 'Scheduling software', 'Guideline Risk Technologies RUBI', 'BPS Compliance', 'Oracle Enterprise Governance, Risk, and Compliance Manager', 'Protiviti Governance Portal', 'Oracle Insurance Compliance Tracker', 'Archer Compliance Management', 'policyIQ', 'StataCorp Stata', 'Tax accounting software', 'EtQ Environmental Health and Safety Software', 'DoubleCheck GRC&T Platform', 'Microsoft Outlook', 'Microsoft Windows', 'Sword Achiever Compliance Portal Dashboard', 'Agiliance Compliance Manager', 'SAP BEx Report Designer', 'Horwath Software Magique', 'MasterControl TotalPharma', 'Microsoft Excel', 'Microsoft Office software', 'Microsoft Visio', 'The Garland Group RiskKey', 'Governance, risk, and compliance GRC software', 'MetricStream Enterprise Compliance Platform', 'Microsoft Access', 'EtQ FDA cGxP Compliance Software for Life Sciences', 'AssurX Financial Services Compliance Management System', 'Human resource information system (HRIS)', 'MediRegs ComplyTrack', 'RVR Systems Compliance', 'Methodware ERA']","['Adobe Acrobat', 'Microsoft Project', 'Apple Safari', 'Microsoft Word', 'Microsoft Office software', 'Microsoft Visio', 'Mozilla Firefox', 'Microsoft Access', 'Microsoft PowerPoint', 'Microsoft SharePoint', 'Microsoft Windows', 'Microsoft Outlook', 'Microsoft Excel']"
