employee_id,department,gap_count,top_recommendation,training_duration,training_type,all_recommendations
362,Support,400,ERP Implementation & Management,6 weeks,Software,"[{'missing_skill': 'ADP Enterprise HR', 'recommended_course': 'ERP Implementation & Management', 'type': 'Software', 'duration': '6 weeks'}, {'missing_skill': 'API Healthcare ActiveStaffer', 'recommended_course': 'RESTful API Design', 'type': 'Technical', 'duration': '2 weeks'}, {'missing_skill': 'Active Learning', 'recommended_course': 'Active Learning Techniques', 'type': 'Soft Skill', 'duration': '2 weeks'}, {'missing_skill': 'Active Listening', 'recommended_course': 'Active Listening Workshop', 'type': 'Soft Skill', 'duration': '1 week'}]"
363,Support,400,ERP Implementation & Management,6 weeks,Software,"[{'missing_skill': 'ADP Enterprise HR', 'recommended_course': 'ERP Implementation & Management', 'type': 'Software', 'duration': '6 weeks'}, {'missing_skill': 'API Healthcare ActiveStaffer', 'recommended_course': 'RESTful API Design', 'type': 'Technical', 'duration': '2 weeks'}, {'missing_skill': 'Active Learning', 'recommended_course': 'Active Learning Techniques', 'type': 'Soft Skill', 'duration': '2 weeks'}, {'missing_skill': 'Active Listening', 'recommended_course': 'Active Listening Workshop', 'type': 'Soft Skill', 'duration': '1 week'}]"
364,IT,2491,3D Graphics Fundamentals,6 weeks,Technical,"[{'missing_skill': '3D graphics software', 'recommended_course': '3D Graphics Fundamentals', 'type': 'Technical', 'duration': '6 weeks'}]"
365,Sales,670,Accounting Software Proficiency,3 weeks,Software,"[{'missing_skill': 'ADP Drive DMS for Accounting', 'recommended_course': 'Accounting Software Proficiency', 'type': 'Software', 'duration': '3 weeks'}, {'missing_skill': 'AJAX', 'recommended_course': 'AJAX & Asynchronous Web Development', 'type': 'Technical', 'duration': '3 weeks'}, {'missing_skill': 'AMS Services AMS Sagitta', 'recommended_course': 'Git Version Control', 'type': 'Technical', 'duration': '1 week'}]"
366,Support,399,ERP Implementation & Management,6 weeks,Software,"[{'missing_skill': 'ADP Enterprise HR', 'recommended_course': 'ERP Implementation & Management', 'type': 'Software', 'duration': '6 weeks'}, {'missing_skill': 'API Healthcare ActiveStaffer', 'recommended_course': 'RESTful API Design', 'type': 'Technical', 'duration': '2 weeks'}, {'missing_skill': 'Active Learning', 'recommended_course': 'Active Learning Techniques', 'type': 'Soft Skill', 'duration': '2 weeks'}, {'missing_skill': 'Active Listening', 'recommended_course': 'Active Listening Workshop', 'type': 'Soft Skill', 'duration': '1 week'}]"
367,Finance,1433,Business Analytics Tools,3 weeks,Software,"[{'missing_skill': 'ACL Analytics', 'recommended_course': 'Business Analytics Tools', 'type': 'Software', 'duration': '3 weeks'}]"
368,IT,2491,3D Graphics Fundamentals,6 weeks,Technical,"[{'missing_skill': '3D graphics software', 'recommended_course': '3D Graphics Fundamentals', 'type': 'Technical', 'duration': '6 weeks'}]"
369,Sales,669,Accounting Software Proficiency,3 weeks,Software,"[{'missing_skill': 'ADP Drive DMS for Accounting', 'recommended_course': 'Accounting Software Proficiency', 'type': 'Software', 'duration': '3 weeks'}, {'missing_skill': 'AJAX', 'recommended_course': 'AJAX & Asynchronous Web Development', 'type': 'Technical', 'duration': '3 weeks'}, {'missing_skill': 'AMS Services AMS Sagitta', 'recommended_course': 'Git Version Control', 'type': 'Technical', 'duration': '1 week'}]"
370,HR,396,ERP Implementation & Management,6 weeks,Software,"[{'missing_skill': 'ADP Enterprise HR', 'recommended_course': 'ERP Implementation & Management', 'type': 'Software', 'duration': '6 weeks'}, {'missing_skill': 'AJAX', 'recommended_course': 'AJAX & Asynchronous Web Development', 'type': 'Technical', 'duration': '3 weeks'}, {'missing_skill': 'Active Listening', 'recommended_course': 'Active Listening Workshop', 'type': 'Soft Skill', 'duration': '1 week'}, {'missing_skill': 'Adobe Acrobat', 'recommended_course': 'Adobe Acrobat Professional', 'type': 'Software', 'duration': '2 weeks'}, {'missing_skill': 'Adobe ActionScript', 'recommended_course': 'Adobe ActionScript Programming', 'type': 'Software', 'duration': '4 weeks'}, {'missing_skill': 'Adobe After Effects', 'recommended_course': 'Adobe After Effects Motion Graphics', 'type': 'Software', 'duration': '4 weeks'}]"
371,Finance,1432,Business Analytics Tools,3 weeks,Software,"[{'missing_skill': 'ACL Analytics', 'recommended_course': 'Business Analytics Tools', 'type': 'Software', 'duration': '3 weeks'}]"
372,IT,2493,3D Graphics Fundamentals,6 weeks,Technical,"[{'missing_skill': '3D graphics software', 'recommended_course': '3D Graphics Fundamentals', 'type': 'Technical', 'duration': '6 weeks'}]"
373,Finance,1433,Business Analytics Tools,3 weeks,Software,"[{'missing_skill': 'ACL Analytics', 'recommended_course': 'Business Analytics Tools', 'type': 'Software', 'duration': '3 weeks'}]"
374,Finance,1434,Business Analytics Tools,3 weeks,Software,"[{'missing_skill': 'ACL Analytics', 'recommended_course': 'Business Analytics Tools', 'type': 'Software', 'duration': '3 weeks'}]"
375,Marketing,175,Cybersecurity Fundamentals,4 weeks,Technical,"[{'missing_skill': '2AB iLock Security Services', 'recommended_course': 'Cybersecurity Fundamentals', 'type': 'Technical', 'duration': '4 weeks'}, {'missing_skill': '911 system information databases', 'recommended_course': 'Database Reporting & BI Tools', 'type': 'Technical', 'duration': '3 weeks'}, {'missing_skill': 'Access management software', 'recommended_course': 'Access Management Systems', 'type': 'Software', 'duration': '2 weeks'}, {'missing_skill': 'Active Learning', 'recommended_course': 'Active Learning Techniques', 'type': 'Soft Skill', 'duration': '2 weeks'}, {'missing_skill': 'Active Listening', 'recommended_course': 'Active Listening Workshop', 'type': 'Soft Skill', 'duration': '1 week'}, {'missing_skill': 'Adobe Acrobat', 'recommended_course': 'Adobe Acrobat Professional', 'type': 'Software', 'duration': '2 weeks'}, {'missing_skill': 'Adobe Acrobat Reader', 'recommended_course': 'Adobe Creative Suite Mastery', 'type': 'Software', 'duration': '6 weeks'}, {'missing_skill': 'Adobe ActionScript', 'recommended_course': 'Adobe ActionScript Programming', 'type': 'Software', 'duration': '4 weeks'}]"
376,IT,2494,3D Graphics Fundamentals,6 weeks,Technical,"[{'missing_skill': '3D graphics software', 'recommended_course': '3D Graphics Fundamentals', 'type': 'Technical', 'duration': '6 weeks'}]"
377,Sales,669,Accounting Software Proficiency,3 weeks,Software,"[{'missing_skill': 'ADP Drive DMS for Accounting', 'recommended_course': 'Accounting Software Proficiency', 'type': 'Software', 'duration': '3 weeks'}, {'missing_skill': 'AJAX', 'recommended_course': 'AJAX & Asynchronous Web Development', 'type': 'Technical', 'duration': '3 weeks'}, {'missing_skill': 'AMS Services AMS Sagitta', 'recommended_course': 'Git Version Control', 'type': 'Technical', 'duration': '1 week'}]"
378,Sales,670,Accounting Software Proficiency,3 weeks,Software,"[{'missing_skill': 'ADP Drive DMS for Accounting', 'recommended_course': 'Accounting Software Proficiency', 'type': 'Software', 'duration': '3 weeks'}, {'missing_skill': 'AJAX', 'recommended_course': 'AJAX & Asynchronous Web Development', 'type': 'Technical', 'duration': '3 weeks'}, {'missing_skill': 'AMS Services AMS Sagitta', 'recommended_course': 'Git Version Control', 'type': 'Technical', 'duration': '1 week'}]"
379,Support,401,ERP Implementation & Management,6 weeks,Software,"[{'missing_skill': 'ADP Enterprise HR', 'recommended_course': 'ERP Implementation & Management', 'type': 'Software', 'duration': '6 weeks'}, {'missing_skill': 'API Healthcare ActiveStaffer', 'recommended_course': 'RESTful API Design', 'type': 'Technical', 'duration': '2 weeks'}, {'missing_skill': 'Active Learning', 'recommended_course': 'Active Learning Techniques', 'type': 'Soft Skill', 'duration': '2 weeks'}, {'missing_skill': 'Active Listening', 'recommended_course': 'Active Listening Workshop', 'type': 'Soft Skill', 'duration': '1 week'}]"
380,Marketing,175,Cybersecurity Fundamentals,4 weeks,Technical,"[{'missing_skill': '2AB iLock Security Services', 'recommended_course': 'Cybersecurity Fundamentals', 'type': 'Technical', 'duration': '4 weeks'}, {'missing_skill': '911 system information databases', 'recommended_course': 'Database Reporting & BI Tools', 'type': 'Technical', 'duration': '3 weeks'}, {'missing_skill': 'Access management software', 'recommended_course': 'Access Management Systems', 'type': 'Software', 'duration': '2 weeks'}, {'missing_skill': 'Active Learning', 'recommended_course': 'Active Learning Techniques', 'type': 'Soft Skill', 'duration': '2 weeks'}, {'missing_skill': 'Active Listening', 'recommended_course': 'Active Listening Workshop', 'type': 'Soft Skill', 'duration': '1 week'}, {'missing_skill': 'Adobe Acrobat', 'recommended_course': 'Adobe Acrobat Professional', 'type': 'Software', 'duration': '2 weeks'}, {'missing_skill': 'Adobe Acrobat Reader', 'recommended_course': 'Adobe Creative Suite Mastery', 'type': 'Software', 'duration': '6 weeks'}, {'missing_skill': 'Adobe ActionScript', 'recommended_course': 'Adobe ActionScript Programming', 'type': 'Software', 'duration': '4 weeks'}]"
381,IT,2492,3D Graphics Fundamentals,6 weeks,Technical,"[{'missing_skill': '3D graphics software', 'recommended_course': '3D Graphics Fundamentals', 'type': 'Technical', 'duration': '6 weeks'}]"
382,Support,399,ERP Implementation & Management,6 weeks,Software,"[{'missing_skill': 'ADP Enterprise HR', 'recommended_course': 'ERP Implementation & Management', 'type': 'Software', 'duration': '6 weeks'}, {'missing_skill': 'API Healthcare ActiveStaffer', 'recommended_course': 'RESTful API Design', 'type': 'Technical', 'duration': '2 weeks'}, {'missing_skill': 'Active Learning', 'recommended_course': 'Active Learning Techniques', 'type': 'Soft Skill', 'duration': '2 weeks'}, {'missing_skill': 'Active Listening', 'recommended_course': 'Active Listening Workshop', 'type': 'Soft Skill', 'duration': '1 week'}]"
383,IT,2493,3D Graphics Fundamentals,6 weeks,Technical,"[{'missing_skill': '3D graphics software', 'recommended_course': '3D Graphics Fundamentals', 'type': 'Technical', 'duration': '6 weeks'}]"
384,Sales,670,Accounting Software Proficiency,3 weeks,Software,"[{'missing_skill': 'ADP Drive DMS for Accounting', 'recommended_course': 'Accounting Software Proficiency', 'type': 'Software', 'duration': '3 weeks'}, {'missing_skill': 'AJAX', 'recommended_course': 'AJAX & Asynchronous Web Development', 'type': 'Technical', 'duration': '3 weeks'}, {'missing_skill': 'AMS Services AMS Sagitta', 'recommended_course': 'Git Version Control', 'type': 'Technical', 'duration': '1 week'}]"
385,HR,397,ERP Implementation & Management,6 weeks,Software,"[{'missing_skill': 'ADP Enterprise HR', 'recommended_course': 'ERP Implementation & Management', 'type': 'Software', 'duration': '6 weeks'}, {'missing_skill': 'AJAX', 'recommended_course': 'AJAX & Asynchronous Web Development', 'type': 'Technical', 'duration': '3 weeks'}, {'missing_skill': 'Active Listening', 'recommended_course': 'Active Listening Workshop', 'type': 'Soft Skill', 'duration': '1 week'}, {'missing_skill': 'Adobe Acrobat', 'recommended_course': 'Adobe Acrobat Professional', 'type': 'Software', 'duration': '2 weeks'}, {'missing_skill': 'Adobe ActionScript', 'recommended_course': 'Adobe ActionScript Programming', 'type': 'Software', 'duration': '4 weeks'}, {'missing_skill': 'Adobe After Effects', 'recommended_course': 'Adobe After Effects Motion Graphics', 'type': 'Software', 'duration': '4 weeks'}]"
386,Sales,671,Accounting Software Proficiency,3 weeks,Software,"[{'missing_skill': 'ADP Drive DMS for Accounting', 'recommended_course': 'Accounting Software Proficiency', 'type': 'Software', 'duration': '3 weeks'}, {'missing_skill': 'AJAX', 'recommended_course': 'AJAX & Asynchronous Web Development', 'type': 'Technical', 'duration': '3 weeks'}, {'missing_skill': 'AMS Services AMS Sagitta', 'recommended_course': 'Git Version Control', 'type': 'Technical', 'duration': '1 week'}]"
387,Sales,671,Accounting Software Proficiency,3 weeks,Software,"[{'missing_skill': 'ADP Drive DMS for Accounting', 'recommended_course': 'Accounting Software Proficiency', 'type': 'Software', 'duration': '3 weeks'}, {'missing_skill': 'AJAX', 'recommended_course': 'AJAX & Asynchronous Web Development', 'type': 'Technical', 'duration': '3 weeks'}, {'missing_skill': 'AMS Services AMS Sagitta', 'recommended_course': 'Git Version Control', 'type': 'Technical', 'duration': '1 week'}]"
388,Marketing,175,Cybersecurity Fundamentals,4 weeks,Technical,"[{'missing_skill': '2AB iLock Security Services', 'recommended_course': 'Cybersecurity Fundamentals', 'type': 'Technical', 'duration': '4 weeks'}, {'missing_skill': '911 system information databases', 'recommended_course': 'Database Reporting & BI Tools', 'type': 'Technical', 'duration': '3 weeks'}, {'missing_skill': 'Access management software', 'recommended_course': 'Access Management Systems', 'type': 'Software', 'duration': '2 weeks'}, {'missing_skill': 'Active Learning', 'recommended_course': 'Active Learning Techniques', 'type': 'Soft Skill', 'duration': '2 weeks'}, {'missing_skill': 'Active Listening', 'recommended_course': 'Active Listening Workshop', 'type': 'Soft Skill', 'duration': '1 week'}, {'missing_skill': 'Adobe Acrobat', 'recommended_course': 'Adobe Acrobat Professional', 'type': 'Software', 'duration': '2 weeks'}, {'missing_skill': 'Adobe Acrobat Reader', 'recommended_course': 'Adobe Creative Suite Mastery', 'type': 'Software', 'duration': '6 weeks'}, {'missing_skill': 'Adobe ActionScript', 'recommended_course': 'Adobe ActionScript Programming', 'type': 'Software', 'duration': '4 weeks'}]"
389,Support,400,ERP Implementation & Management,6 weeks,Software,"[{'missing_skill': 'ADP Enterprise HR', 'recommended_course': 'ERP Implementation & Management', 'type': 'Software', 'duration': '6 weeks'}, {'missing_skill': 'API Healthcare ActiveStaffer', 'recommended_course': 'RESTful API Design', 'type': 'Technical', 'duration': '2 weeks'}, {'missing_skill': 'Active Learning', 'recommended_course': 'Active Learning Techniques', 'type': 'Soft Skill', 'duration': '2 weeks'}, {'missing_skill': 'Active Listening', 'recommended_course': 'Active Listening Workshop', 'type': 'Soft Skill', 'duration': '1 week'}]"
390,Sales,669,Accounting Software Proficiency,3 weeks,Software,"[{'missing_skill': 'ADP Drive DMS for Accounting', 'recommended_course': 'Accounting Software Proficiency', 'type': 'Software', 'duration': '3 weeks'}, {'missing_skill': 'AJAX', 'recommended_course': 'AJAX & Asynchronous Web Development', 'type': 'Technical', 'duration': '3 weeks'}, {'missing_skill': 'AMS Services AMS Sagitta', 'recommended_course': 'Git Version Control', 'type': 'Technical', 'duration': '1 week'}]"
391,Marketing,175,Cybersecurity Fundamentals,4 weeks,Technical,"[{'missing_skill': '2AB iLock Security Services', 'recommended_course': 'Cybersecurity Fundamentals', 'type': 'Technical', 'duration': '4 weeks'}, {'missing_skill': '911 system information databases', 'recommended_course': 'Database Reporting & BI Tools', 'type': 'Technical', 'duration': '3 weeks'}, {'missing_skill': 'Access management software', 'recommended_course': 'Access Management Systems', 'type': 'Software', 'duration': '2 weeks'}, {'missing_skill': 'Active Learning', 'recommended_course': 'Active Learning Techniques', 'type': 'Soft Skill', 'duration': '2 weeks'}, {'missing_skill': 'Active Listening', 'recommended_course': 'Active Listening Workshop', 'type': 'Soft Skill', 'duration': '1 week'}, {'missing_skill': 'Adobe Acrobat', 'recommended_course': 'Adobe Acrobat Professional', 'type': 'Software', 'duration': '2 weeks'}, {'missing_skill': 'Adobe Acrobat Reader', 'recommended_course': 'Adobe Creative Suite Mastery', 'type': 'Software', 'duration': '6 weeks'}, {'missing_skill': 'Adobe ActionScript', 'recommended_course': 'Adobe ActionScript Programming', 'type': 'Software', 'duration': '4 weeks'}]"
392,IT,2492,3D Graphics Fundamentals,6 weeks,Technical,"[{'missing_skill': '3D graphics software', 'recommended_course': '3D Graphics Fundamentals', 'type': 'Technical', 'duration': '6 weeks'}]"
393,Support,400,ERP Implementation & Management,6 weeks,Software,"[{'missing_skill': 'ADP Enterprise HR', 'recommended_course': 'ERP Implementation & Management', 'type': 'Software', 'duration': '6 weeks'}, {'missing_skill': 'API Healthcare ActiveStaffer', 'recommended_course': 'RESTful API Design', 'type': 'Technical', 'duration': '2 weeks'}, {'missing_skill': 'Active Learning', 'recommended_course': 'Active Learning Techniques', 'type': 'Soft Skill', 'duration': '2 weeks'}, {'missing_skill': 'Active Listening', 'recommended_course': 'Active Listening Workshop', 'type': 'Soft Skill', 'duration': '1 week'}]"
394,Finance,1433,Business Analytics Tools,3 weeks,Software,"[{'missing_skill': 'ACL Analytics', 'recommended_course': 'Business Analytics Tools', 'type': 'Software', 'duration': '3 weeks'}]"
395,Sales,669,Accounting Software Proficiency,3 weeks,Software,"[{'missing_skill': 'ADP Drive DMS for Accounting', 'recommended_course': 'Accounting Software Proficiency', 'type': 'Software', 'duration': '3 weeks'}, {'missing_skill': 'AJAX', 'recommended_course': 'AJAX & Asynchronous Web Development', 'type': 'Technical', 'duration': '3 weeks'}, {'missing_skill': 'AMS Services AMS Sagitta', 'recommended_course': 'Git Version Control', 'type': 'Technical', 'duration': '1 week'}]"
396,Marketing,176,Cybersecurity Fundamentals,4 weeks,Technical,"[{'missing_skill': '2AB iLock Security Services', 'recommended_course': 'Cybersecurity Fundamentals', 'type': 'Technical', 'duration': '4 weeks'}, {'missing_skill': '911 system information databases', 'recommended_course': 'Database Reporting & BI Tools', 'type': 'Technical', 'duration': '3 weeks'}, {'missing_skill': 'Access management software', 'recommended_course': 'Access Management Systems', 'type': 'Software', 'duration': '2 weeks'}, {'missing_skill': 'Active Learning', 'recommended_course': 'Active Learning Techniques', 'type': 'Soft Skill', 'duration': '2 weeks'}, {'missing_skill': 'Active Listening', 'recommended_course': 'Active Listening Workshop', 'type': 'Soft Skill', 'duration': '1 week'}, {'missing_skill': 'Adobe Acrobat', 'recommended_course': 'Adobe Acrobat Professional', 'type': 'Software', 'duration': '2 weeks'}, {'missing_skill': 'Adobe Acrobat Reader', 'recommended_course': 'Adobe Creative Suite Mastery', 'type': 'Software', 'duration': '6 weeks'}, {'missing_skill': 'Adobe ActionScript', 'recommended_course': 'Adobe ActionScript Programming', 'type': 'Software', 'duration': '4 weeks'}]"
397,IT,2494,3D Graphics Fundamentals,6 weeks,Technical,"[{'missing_skill': '3D graphics software', 'recommended_course': '3D Graphics Fundamentals', 'type': 'Technical', 'duration': '6 weeks'}]"
398,Sales,670,Accounting Software Proficiency,3 weeks,Software,"[{'missing_skill': 'ADP Drive DMS for Accounting', 'recommended_course': 'Accounting Software Proficiency', 'type': 'Software', 'duration': '3 weeks'}, {'missing_skill': 'AJAX', 'recommended_course': 'AJAX & Asynchronous Web Development', 'type': 'Technical', 'duration': '3 weeks'}, {'missing_skill': 'AMS Services AMS Sagitta', 'recommended_course': 'Git Version Control', 'type': 'Technical', 'duration': '1 week'}]"
399,Sales,670,Accounting Software Proficiency,3 weeks,Software,"[{'missing_skill': 'ADP Drive DMS for Accounting', 'recommended_course': 'Accounting Software Proficiency', 'type': 'Software', 'duration': '3 weeks'}, {'missing_skill': 'AJAX', 'recommended_course': 'AJAX & Asynchronous Web Development', 'type': 'Technical', 'duration': '3 weeks'}, {'missing_skill': 'AMS Services AMS Sagitta', 'recommended_course': 'Git Version Control', 'type': 'Technical', 'duration': '1 week'}]"
400,Finance,1434,Business Analytics Tools,3 weeks,Software,"[{'missing_skill': 'ACL Analytics', 'recommended_course': 'Business Analytics Tools', 'type': 'Software', 'duration': '3 weeks'}]"
401,IT,2493,3D Graphics Fundamentals,6 weeks,Technical,"[{'missing_skill': '3D graphics software', 'recommended_course': '3D Graphics Fundamentals', 'type': 'Technical', 'duration': '6 weeks'}]"
402,Marketing,175,Cybersecurity Fundamentals,4 weeks,Technical,"[{'missing_skill': '2AB iLock Security Services', 'recommended_course': 'Cybersecurity Fundamentals', 'type': 'Technical', 'duration': '4 weeks'}, {'missing_skill': '911 system information databases', 'recommended_course': 'Database Reporting & BI Tools', 'type': 'Technical', 'duration': '3 weeks'}, {'missing_skill': 'Access management software', 'recommended_course': 'Access Management Systems', 'type': 'Software', 'duration': '2 weeks'}, {'missing_skill': 'Active Learning', 'recommended_course': 'Active Learning Techniques', 'type': 'Soft Skill', 'duration': '2 weeks'}, {'missing_skill': 'Active Listening', 'recommended_course': 'Active Listening Workshop', 'type': 'Soft Skill', 'duration': '1 week'}, {'missing_skill': 'Adobe Acrobat', 'recommended_course': 'Adobe Acrobat Professional', 'type': 'Software', 'duration': '2 weeks'}, {'missing_skill': 'Adobe Acrobat Reader', 'recommended_course': 'Adobe Creative Suite Mastery', 'type': 'Software', 'duration': '6 weeks'}, {'missing_skill': 'Adobe ActionScript', 'recommended_course': 'Adobe ActionScript Programming', 'type': 'Software', 'duration': '4 weeks'}]"
403,Sales,669,Accounting Software Proficiency,3 weeks,Software,"[{'missing_skill': 'ADP Drive DMS for Accounting', 'recommended_course': 'Accounting Software Proficiency', 'type': 'Software', 'duration': '3 weeks'}, {'missing_skill': 'AJAX', 'recommended_course': 'AJAX & Asynchronous Web Development', 'type': 'Technical', 'duration': '3 weeks'}, {'missing_skill': 'AMS Services AMS Sagitta', 'recommended_course': 'Git Version Control', 'type': 'Technical', 'duration': '1 week'}]"
404,IT,2494,3D Graphics Fundamentals,6 weeks,Technical,"[{'missing_skill': '3D graphics software', 'recommended_course': '3D Graphics Fundamentals', 'type': 'Technical', 'duration': '6 weeks'}]"
405,IT,2493,3D Graphics Fundamentals,6 weeks,Technical,"[{'missing_skill': '3D graphics software', 'recommended_course': '3D Graphics Fundamentals', 'type': 'Technical', 'duration': '6 weeks'}]"
406,Sales,670,Accounting Software Proficiency,3 weeks,Software,"[{'missing_skill': 'ADP Drive DMS for Accounting', 'recommended_course': 'Accounting Software Proficiency', 'type': 'Software', 'duration': '3 weeks'}, {'missing_skill': 'AJAX', 'recommended_course': 'AJAX & Asynchronous Web Development', 'type': 'Technical', 'duration': '3 weeks'}, {'missing_skill': 'AMS Services AMS Sagitta', 'recommended_course': 'Git Version Control', 'type': 'Technical', 'duration': '1 week'}]"
407,IT,2494,3D Graphics Fundamentals,6 weeks,Technical,"[{'missing_skill': '3D graphics software', 'recommended_course': '3D Graphics Fundamentals', 'type': 'Technical', 'duration': '6 weeks'}]"
408,Support,400,ERP Implementation & Management,6 weeks,Software,"[{'missing_skill': 'ADP Enterprise HR', 'recommended_course': 'ERP Implementation & Management', 'type': 'Software', 'duration': '6 weeks'}, {'missing_skill': 'API Healthcare ActiveStaffer', 'recommended_course': 'RESTful API Design', 'type': 'Technical', 'duration': '2 weeks'}, {'missing_skill': 'Active Learning', 'recommended_course': 'Active Learning Techniques', 'type': 'Soft Skill', 'duration': '2 weeks'}, {'missing_skill': 'Active Listening', 'recommended_course': 'Active Listening Workshop', 'type': 'Soft Skill', 'duration': '1 week'}]"
409,HR,397,ERP Implementation & Management,6 weeks,Software,"[{'missing_skill': 'ADP Enterprise HR', 'recommended_course': 'ERP Implementation & Management', 'type': 'Software', 'duration': '6 weeks'}, {'missing_skill': 'AJAX', 'recommended_course': 'AJAX & Asynchronous Web Development', 'type': 'Technical', 'duration': '3 weeks'}, {'missing_skill': 'Active Listening', 'recommended_course': 'Active Listening Workshop', 'type': 'Soft Skill', 'duration': '1 week'}, {'missing_skill': 'Adobe Acrobat', 'recommended_course': 'Adobe Acrobat Professional', 'type': 'Software', 'duration': '2 weeks'}, {'missing_skill': 'Adobe ActionScript', 'recommended_course': 'Adobe ActionScript Programming', 'type': 'Software', 'duration': '4 weeks'}, {'missing_skill': 'Adobe After Effects', 'recommended_course': 'Adobe After Effects Motion Graphics', 'type': 'Software', 'duration': '4 weeks'}]"
410,Marketing,176,Cybersecurity Fundamentals,4 weeks,Technical,"[{'missing_skill': '2AB iLock Security Services', 'recommended_course': 'Cybersecurity Fundamentals', 'type': 'Technical', 'duration': '4 weeks'}, {'missing_skill': '911 system information databases', 'recommended_course': 'Database Reporting & BI Tools', 'type': 'Technical', 'duration': '3 weeks'}, {'missing_skill': 'Access management software', 'recommended_course': 'Access Management Systems', 'type': 'Software', 'duration': '2 weeks'}, {'missing_skill': 'Active Learning', 'recommended_course': 'Active Learning Techniques', 'type': 'Soft Skill', 'duration': '2 weeks'}, {'missing_skill': 'Active Listening', 'recommended_course': 'Active Listening Workshop', 'type': 'Soft Skill', 'duration': '1 week'}, {'missing_skill': 'Adobe Acrobat', 'recommended_course': 'Adobe Acrobat Professional', 'type': 'Software', 'duration': '2 weeks'}, {'missing_skill': 'Adobe Acrobat Reader', 'recommended_course': 'Adobe Creative Suite Mastery', 'type': 'Software', 'duration': '6 weeks'}, {'missing_skill': 'Adobe ActionScript', 'recommended_course': 'Adobe ActionScript Programming', 'type': 'Software', 'duration': '4 weeks'}]"
411,Marketing,174,Cybersecurity Fundamentals,4 weeks,Technical,"[{'missing_skill': '2AB iLock Security Services', 'recommended_course': 'Cybersecurity Fundamentals', 'type': 'Technical', 'duration': '4 weeks'}, {'missing_skill': '911 system information databases', 'recommended_course': 'Database Reporting & BI Tools', 'type': 'Technical', 'duration': '3 weeks'}, {'missing_skill': 'Access management software', 'recommended_course': 'Access Management Systems', 'type': 'Software', 'duration': '2 weeks'}, {'missing_skill': 'Active Learning', 'recommended_course': 'Active Learning Techniques', 'type': 'Soft Skill', 'duration': '2 weeks'}, {'missing_skill': 'Active Listening', 'recommended_course': 'Active Listening Workshop', 'type': 'Soft Skill', 'duration': '1 week'}, {'missing_skill': 'Adobe Acrobat', 'recommended_course': 'Adobe Acrobat Professional', 'type': 'Software', 'duration': '2 weeks'}, {'missing_skill': 'Adobe Acrobat Reader', 'recommended_course': 'Adobe Creative Suite Mastery', 'type': 'Software', 'duration': '6 weeks'}, {'missing_skill': 'Adobe ActionScript', 'recommended_course': 'Adobe ActionScript Programming', 'type': 'Software', 'duration': '4 weeks'}]"
412,Support,400,ERP Implementation & Management,6 weeks,Software,"[{'missing_skill': 'ADP Enterprise HR', 'recommended_course': 'ERP Implementation & Management', 'type': 'Software', 'duration': '6 weeks'}, {'missing_skill': 'API Healthcare ActiveStaffer', 'recommended_course': 'RESTful API Design', 'type': 'Technical', 'duration': '2 weeks'}, {'missing_skill': 'Active Learning', 'recommended_course': 'Active Learning Techniques', 'type': 'Soft Skill', 'duration': '2 weeks'}, {'missing_skill': 'Active Listening', 'recommended_course': 'Active Listening Workshop', 'type': 'Soft Skill', 'duration': '1 week'}]"
413,Finance,1434,Business Analytics Tools,3 weeks,Software,"[{'missing_skill': 'ACL Analytics', 'recommended_course': 'Business Analytics Tools', 'type': 'Software', 'duration': '3 weeks'}]"
414,Finance,1433,Business Analytics Tools,3 weeks,Software,"[{'missing_skill': 'ACL Analytics', 'recommended_course': 'Business Analytics Tools', 'type': 'Software', 'duration': '3 weeks'}]"
415,IT,2492,3D Graphics Fundamentals,6 weeks,Technical,"[{'missing_skill': '3D graphics software', 'recommended_course': '3D Graphics Fundamentals', 'type': 'Technical', 'duration': '6 weeks'}]"
416,Finance,1434,Business Analytics Tools,3 weeks,Software,"[{'missing_skill': 'ACL Analytics', 'recommended_course': 'Business Analytics Tools', 'type': 'Software', 'duration': '3 weeks'}]"
417,Finance,1433,Business Analytics Tools,3 weeks,Software,"[{'missing_skill': 'ACL Analytics', 'recommended_course': 'Business Analytics Tools', 'type': 'Software', 'duration': '3 weeks'}]"
418,Sales,670,Accounting Software Proficiency,3 weeks,Software,"[{'missing_skill': 'ADP Drive DMS for Accounting', 'recommended_course': 'Accounting Software Proficiency', 'type': 'Software', 'duration': '3 weeks'}, {'missing_skill': 'AJAX', 'recommended_course': 'AJAX & Asynchronous Web Development', 'type': 'Technical', 'duration': '3 weeks'}, {'missing_skill': 'AMS Services AMS Sagitta', 'recommended_course': 'Git Version Control', 'type': 'Technical', 'duration': '1 week'}]"
